date,open,high,low,close,volume,mcap
3/9/2015,274.81,292.70,273.89,289.61,59178200.00,4032241702.05
3/10/2015,289.86,300.04,289.74,291.76,67770800.00,4063305050.00
3/11/2015,291.52,297.39,290.51,296.38,33963900.00,4128796573.20
3/12/2015,296.13,297.09,292.41,294.35,32585200.00,4101535994.85
3/13/2015,294.12,294.50,285.34,285.34,31421500.00,3976948638.32
3/14/2015,284.44,286.34,280.98,281.89,22612300.00,3929758785.00
3/15/2015,281.42,286.53,281.00,286.39,11970100.00,3993628667.97
3/16/2015,285.68,294.11,285.68,290.59,21516100.00,4053198428.83
3/17/2015,290.60,292.36,284.37,285.51,21497200.00,3983144493.62
3/18/2015,285.07,285.34,249.87,256.30,57008000.00,3576671767.42
3/19/2015,255.88,264.24,248.64,260.93,52732000.00,3642156964.80
3/20/2015,260.96,264.85,259.16,261.75,18456700.00,3654506819.38
3/21/2015,261.64,262.20,255.65,260.02,17130100.00,3631424641.87
3/22/2015,259.92,269.75,259.59,267.96,18438100.00,3743193531.00
3/23/2015,267.89,277.30,261.74,266.74,22811900.00,3727111340.50
3/24/2015,266.58,267.00,244.15,245.60,40073700.00,3432718154.25
3/25/2015,247.47,249.19,236.51,246.20,35866900.00,3442129496.40
3/26/2015,246.28,254.35,244.90,248.53,25730000.00,3475701380.10
3/27/2015,248.57,256.81,245.21,247.03,17274900.00,3455731911.07
3/28/2015,246.98,254.21,246.98,252.80,16040900.00,3537377134.20
3/29/2015,252.74,253.14,240.85,242.71,21699400.00,3397187114.92
3/30/2015,242.88,249.24,239.21,247.53,23009600.00,3465419693.35
3/31/2015,247.45,248.73,242.74,244.22,22672000.00,3420112896.00
4/1/2015,244.22,247.54,241.16,247.27,22877200.00,3463619267.40
4/2/2015,247.09,254.46,245.42,253.01,26272600.00,3544973232.38
4/3/2015,253.07,256.04,251.88,254.32,23146600.00,3564354620.25
4/4/2015,254.29,255.26,251.10,253.70,12493500.00,3556559215.72
4/5/2015,253.76,260.67,251.94,260.60,19649200.00,3654268029.75
4/6/2015,260.72,261.80,254.57,255.49,20034200.00,3583466919.00
4/7/2015,255.27,255.80,252.21,253.18,18467400.00,3552014128.00
4/8/2015,253.06,253.85,244.21,245.02,30086400.00,3438326344.95
4/9/2015,244.75,246.12,239.40,243.68,21643500.00,3420248519.80
4/10/2015,243.69,243.69,232.77,236.07,28882000.00,3314409567.40
4/11/2015,236.02,239.54,234.18,236.55,16365200.00,3321976615.40
4/12/2015,236.54,237.73,233.49,236.15,12387900.00,3317129018.32
4/13/2015,235.95,236.93,222.00,224.59,31181800.00,3155548414.15
4/14/2015,224.76,224.98,216.32,219.16,31719000.00,3080098938.82
4/15/2015,219.07,223.83,218.65,223.83,22562000.00,3146465247.60
4/16/2015,223.92,229.67,223.92,228.57,24805400.00,3213884952.45
4/17/2015,228.57,228.91,221.94,222.88,20429800.00,3134573443.65
4/18/2015,222.85,224.32,220.88,223.36,12939000.00,3142049362.20
4/19/2015,223.46,226.35,222.37,222.60,15021500.00,3132226860.00
4/20/2015,222.61,226.35,221.98,224.63,18364700.00,3161599718.70
4/21/2015,224.62,235.27,224.30,235.27,24978000.00,3312299315.47
4/22/2015,235.60,237.91,233.48,234.18,23847900.00,3297795228.80
4/23/2015,234.05,236.48,233.20,236.46,17036000.00,3330762351.15
4/24/2015,235.97,236.30,229.93,231.27,21448700.00,3258311725.20
4/25/2015,231.24,232.56,226.34,226.39,13957200.00,3190508610.25
4/26/2015,226.41,226.94,214.87,219.43,28943700.00,3093216938.00
4/27/2015,219.43,233.30,218.02,229.29,38574000.00,3232938332.15
4/28/2015,228.97,229.49,223.07,225.85,21469200.00,3185425041.75
4/29/2015,225.59,227.04,223.43,225.81,18936500.00,3185479101.20
4/30/2015,225.69,239.56,224.99,236.15,33818600.00,3332094504.38
5/1/2015,235.94,238.97,232.08,232.08,18815300.00,3275574609.95
5/2/2015,232.34,235.73,232.34,234.93,12535500.00,3316683007.50
5/3/2015,234.88,243.24,234.08,240.36,18494100.00,3394161416.45
5/4/2015,240.36,242.64,237.81,239.02,21223400.00,3375997790.10
5/5/2015,238.85,239.20,232.05,236.12,23929100.00,3335976518.25
5/6/2015,236.25,236.45,229.23,229.78,29587200.00,3247353903.15
5/7/2015,229.66,239.10,228.57,237.33,29064400.00,3354923757.25
5/8/2015,237.20,246.27,236.27,243.86,27445500.00,3448119178.22
5/9/2015,243.77,247.80,239.64,241.83,19790500.00,3420193701.20
5/10/2015,241.73,244.07,238.85,240.30,15019100.00,3399245238.20
5/11/2015,240.30,244.27,239.38,242.16,20892300.00,3426529646.05
5/12/2015,242.15,242.88,240.10,241.11,19282600.00,3412644997.80
5/13/2015,241.40,243.70,235.04,236.38,27180100.00,3346584200.03
5/14/2015,236.21,237.80,234.06,236.93,24413700.00,3355311496.07
5/15/2015,236.96,238.75,236.79,237.60,16329400.00,3365752046.62
5/16/2015,237.64,237.70,235.29,236.15,11089700.00,3345969203.45
5/17/2015,236.01,238.02,236.01,236.80,11134300.00,3356176985.85
5/18/2015,236.89,237.21,232.46,233.13,16780300.00,3304944920.20
5/19/2015,233.04,234.15,231.82,231.95,14241900.00,3288950473.25
5/20/2015,231.89,234.68,231.84,234.02,15499400.00,3319170901.20
5/21/2015,234.02,236.24,233.84,235.34,15108900.00,3338890047.60
5/22/2015,235.32,240.97,235.06,240.35,27003000.00,3410712372.30
5/23/2015,240.29,241.02,238.69,238.87,14605000.00,3390435703.80
5/24/2015,238.98,241.98,238.81,240.95,11508000.00,3420845883.95
5/25/2015,240.93,241.02,236.64,237.11,14423900.00,3367127977.00
5/26/2015,237.10,238.24,235.69,237.12,16425000.00,3368066798.80
5/27/2015,237.07,238.64,236.70,237.28,18837000.00,3371257543.25
5/28/2015,237.26,237.82,236.65,237.41,13829600.00,3373816958.40
5/29/2015,237.38,237.52,235.73,237.10,14805000.00,3370295930.40
5/30/2015,237.09,237.09,232.05,233.35,14098600.00,3317769213.50
5/31/2015,233.13,233.25,229.54,230.19,14730800.00,3273756425.25
6/1/2015,230.23,231.71,221.30,222.93,26090500.00,3171172508.35
6/2/2015,222.89,226.42,222.42,225.80,20459000.00,3212962177.15
6/3/2015,225.74,227.40,223.93,225.87,17752400.00,3214774292.40
6/4/2015,225.77,226.58,224.05,224.32,14728100.00,3193504504.50
6/5/2015,224.15,225.97,223.18,224.95,18056500.00,3203220875.40
6/6/2015,225.01,225.72,224.38,225.62,11131500.00,3213722676.47
6/7/2015,225.60,226.19,222.65,222.88,13318400.00,3175547195.72
6/8/2015,222.88,229.46,222.84,228.49,23378400.00,3256350969.08
6/9/2015,228.54,230.95,227.93,229.05,28353100.00,3265176585.40
6/10/2015,228.99,229.78,228.01,228.80,15904800.00,3262644978.88
6/11/2015,228.85,230.29,228.77,229.71,14416000.00,3276293900.25
6/12/2015,229.71,231.06,229.31,229.98,14017700.00,3281061201.20
6/13/2015,229.92,232.65,229.21,232.40,13305300.00,3316504361.10
6/14/2015,232.44,234.86,232.00,233.54,12165900.00,3333657006.33
6/15/2015,233.42,237.84,233.42,236.82,19912100.00,3381329191.12
6/16/2015,236.76,251.74,236.12,250.90,41612000.00,3582987588.38
6/17/2015,250.82,256.85,246.48,249.28,43858400.00,3560953386.90
6/18/2015,249.43,252.11,244.13,249.01,30980200.00,3557986320.90
6/19/2015,249.04,250.98,243.79,244.61,23965300.00,3495994564.10
6/20/2015,244.53,245.83,240.63,245.21,20608100.00,3505477188.40
6/21/2015,245.10,245.22,241.88,243.94,10600900.00,3488106467.20
6/22/2015,243.97,247.92,243.78,246.99,17692500.00,3532599174.00
6/23/2015,246.93,247.30,243.13,244.30,15108700.00,3494929113.00
6/24/2015,244.28,244.34,240.51,240.51,17344900.00,3441763637.12
6/25/2015,240.37,243.33,240.37,242.80,16133100.00,3475370256.22
6/26/2015,242.60,243.75,241.55,243.59,13983500.00,3487699723.95
6/27/2015,243.55,251.34,243.12,250.99,20488600.00,3594402691.00
6/28/2015,250.96,251.17,247.43,249.01,15137600.00,3566939393.67
6/29/2015,248.72,257.17,248.58,257.06,34742900.00,3683193712.20
6/30/2015,257.04,267.87,255.95,263.07,44533800.00,3770229521.60
7/1/2015,263.35,265.17,255.77,258.62,27029800.00,3707306172.90
7/2/2015,258.55,261.63,254.12,255.41,21551900.00,3662295200.30
7/3/2015,255.46,257.08,253.51,256.34,19033800.00,3676575980.80
7/4/2015,256.49,261.46,254.20,260.89,15620400.00,3742827087.60
7/5/2015,260.80,274.51,258.70,271.91,44156100.00,3901985539.12
7/6/2015,271.11,277.42,267.60,269.03,49154800.00,3861831489.50
7/7/2015,269.96,271.34,264.83,266.21,28857600.00,3822200106.00
7/8/2015,265.98,272.97,264.39,270.79,36980200.00,3889020939.63
7/9/2015,270.83,272.33,267.09,269.23,40301200.00,3867547719.10
7/10/2015,269.16,294.59,268.80,284.89,100390000.00,4093705987.15
7/11/2015,284.88,298.51,283.53,293.11,41109900.00,4212919911.38
7/12/2015,293.14,314.39,292.51,310.87,56405000.00,4469117252.10
7/13/2015,310.83,310.95,281.01,292.05,62053900.00,4199736520.00
7/14/2015,292.03,296.15,286.64,287.46,28727200.00,4134767190.40
7/15/2015,288.05,293.25,285.37,285.83,27486600.00,4112343300.33
7/16/2015,286.04,291.18,275.24,278.09,49482600.00,4001916228.97
7/17/2015,278.09,280.28,272.04,279.47,27591400.00,4022845730.40
7/18/2015,279.33,282.53,274.08,274.90,25187100.00,3958065833.15
7/19/2015,274.77,275.67,272.51,273.61,15332500.00,3940581987.65
7/20/2015,273.50,278.98,272.96,278.98,22711400.00,4018965413.38
7/21/2015,278.88,280.55,275.42,275.83,22930700.00,3974491488.65
7/22/2015,275.66,277.67,274.38,277.22,19389800.00,3995572963.80
7/23/2015,277.34,278.11,275.72,276.05,18531300.00,3979625902.37
7/24/2015,276.01,289.25,275.25,288.28,37199400.00,4157148933.75
7/25/2015,288.16,290.73,286.00,288.70,20662200.00,4164295441.65
7/26/2015,288.64,293.05,287.71,292.69,16032300.00,4222888242.30
7/27/2015,292.64,297.77,287.45,293.62,30592000.00,4237522843.20
7/28/2015,293.63,296.65,293.42,294.43,25453600.00,4250112630.40
7/29/2015,294.48,294.54,288.78,289.59,24672600.00,4181390010.00
7/30/2015,289.10,290.13,286.57,287.72,21635800.00,4155381826.70
7/31/2015,287.70,288.96,282.34,284.65,23629100.00,4112089481.25
8/1/2015,284.69,284.93,278.11,281.60,18995000.00,4069120369.95
8/2/2015,280.45,283.03,277.53,282.61,17722200.00,4084832102.50
8/3/2015,282.81,285.47,280.23,281.23,21474100.00,4065895597.90
8/4/2015,281.23,285.71,281.23,285.22,21908700.00,4124558889.35
8/5/2015,284.85,285.50,281.49,281.88,20128000.00,4077254000.80
8/6/2015,281.91,281.91,278.40,278.58,18792100.00,4030445071.57
8/7/2015,278.74,280.39,276.37,279.58,42484800.00,4045993358.62
8/8/2015,279.74,279.93,260.71,261.00,58533000.00,3778049023.65
8/9/2015,261.12,267.00,260.47,265.08,23789600.00,3838130129.93
8/10/2015,265.48,267.03,262.60,264.47,20979400.00,3830352068.75
8/11/2015,264.34,270.39,264.09,270.39,25433900.00,3917142818.85
8/12/2015,270.60,270.67,265.47,266.38,26815400.00,3859888131.00
8/13/2015,266.18,266.23,262.84,264.08,27685500.00,3827588724.00
8/14/2015,264.13,267.47,261.48,265.68,27091200.00,3851715726.00
8/15/2015,265.53,266.67,261.30,261.55,19321100.00,3792757589.77
8/16/2015,261.87,262.44,257.04,258.51,29717000.00,3749501856.15
8/17/2015,258.49,260.51,257.12,257.98,21617900.00,3742748055.00
8/18/2015,257.93,257.99,211.08,211.08,42147200.00,3063104570.35
8/19/2015,225.67,237.41,222.77,226.68,60869200.00,3290448603.30
8/20/2015,226.90,237.37,226.90,235.35,32275000.00,3417123138.75
8/21/2015,235.35,236.43,231.72,232.57,23173800.00,3377704243.05
8/22/2015,232.66,234.96,222.70,230.39,23205900.00,3346961926.25
8/23/2015,230.38,232.71,225.58,228.17,18406600.00,3315466696.75
8/24/2015,228.11,228.14,210.44,210.49,59220700.00,3059460627.00
8/25/2015,210.07,226.32,199.57,221.61,61089200.00,3221751642.00
8/26/2015,222.08,231.18,220.20,225.83,31808000.00,3284040047.77
8/27/2015,226.05,228.64,223.68,224.77,21905400.00,3269360631.83
8/28/2015,224.70,235.22,220.93,231.40,31336600.00,3366649822.80
8/29/2015,231.55,233.22,227.33,229.78,17142500.00,3344063018.50
8/30/2015,229.90,232.07,226.25,228.76,19412600.00,3330085315.05
8/31/2015,229.11,231.96,225.91,230.06,20710700.00,3349845416.00
9/1/2015,230.26,231.22,226.86,228.12,20575200.00,3322548146.85
9/2/2015,228.03,230.58,226.48,229.28,18760400.00,3340404203.40
9/3/2015,229.32,229.60,226.67,227.18,17482000.00,3310618587.92
9/4/2015,227.21,230.90,227.05,230.30,20962400.00,3356910009.75
9/5/2015,230.20,236.14,229.44,235.02,20671400.00,3426594646.43
9/6/2015,234.87,242.91,234.68,239.84,25473700.00,3497748612.00
9/7/2015,239.93,242.11,238.72,239.85,21192200.00,3498762116.33
9/8/2015,239.85,245.78,239.68,243.61,26879200.00,3554439286.12
9/9/2015,243.41,244.42,237.82,238.17,23635700.00,3475960738.60
9/10/2015,238.34,241.29,235.79,238.48,21215500.00,3481466103.75
9/11/2015,238.33,241.17,238.33,240.11,19224700.00,3506204486.22
9/12/2015,239.85,240.12,234.75,235.23,17962600.00,3435801819.80
9/13/2015,235.24,235.93,229.33,230.51,18478800.00,3367774557.20
9/14/2015,230.61,232.44,227.96,230.64,20997800.00,3370579521.10
9/15/2015,230.49,259.18,229.82,230.30,19177800.00,3366532053.60
9/16/2015,230.25,231.21,227.40,229.09,20144200.00,3349613965.58
9/17/2015,229.08,230.29,228.93,229.81,18935400.00,3360247348.50
9/18/2015,233.52,234.35,232.18,232.98,20242200.00,3408098085.00
9/19/2015,232.86,233.21,231.09,231.49,12712600.00,3387141915.42
9/20/2015,231.40,232.37,230.91,231.21,14444700.00,3383764498.80
9/21/2015,231.22,231.22,226.52,227.09,19678800.00,3324121324.12
9/22/2015,226.97,232.39,225.12,230.62,25009300.00,3376737583.25
9/23/2015,230.94,231.84,229.59,230.28,17254100.00,3372747846.30
9/24/2015,230.36,235.65,230.29,234.53,25097800.00,3435744311.95
9/25/2015,234.36,237.43,233.68,235.14,22363600.00,3445723754.20
9/26/2015,235.08,235.40,233.36,234.34,13724100.00,3434809257.50
9/27/2015,234.14,234.53,232.48,232.76,14179900.00,3412467833.78
9/28/2015,232.84,239.34,232.47,239.14,24713000.00,3506933730.30
9/29/2015,239.02,239.80,235.93,236.69,22691300.00,3471967520.18
9/30/2015,236.64,237.73,235.63,236.06,19743500.00,3463625759.00
10/1/2015,236.00,238.45,235.62,237.55,20488800.00,3486370082.33
10/2/2015,237.26,238.54,236.60,237.29,19677900.00,3483431578.38
10/3/2015,237.20,239.32,236.94,238.73,16482700.00,3505385986.75
10/4/2015,238.53,238.97,237.94,238.26,12999000.00,3499387367.17
10/5/2015,238.15,240.38,237.04,240.38,23335900.00,3531508720.03
10/6/2015,240.36,246.93,240.14,246.06,27535100.00,3615828117.67
10/7/2015,246.17,246.68,242.59,242.97,22999200.00,3571170510.45
10/8/2015,243.07,244.25,242.18,242.30,18515300.00,3562238313.60
10/9/2015,242.50,244.23,242.12,243.93,17353100.00,3586932175.70
10/10/2015,243.74,245.32,243.07,244.94,15912700.00,3602763686.70
10/11/2015,244.74,247.24,244.15,247.05,16827300.00,3634686067.50
10/12/2015,246.88,247.45,245.18,245.31,17388300.00,3609927997.20
10/13/2015,245.20,250.24,243.76,249.51,28198500.00,3672589342.10
10/14/2015,249.49,254.27,248.90,251.99,27462600.00,3710065545.62
10/15/2015,252.11,255.96,252.05,254.32,25223500.00,3745440578.00
10/16/2015,254.30,266.14,253.93,262.87,35901500.00,3872283808.65
10/17/2015,262.75,273.58,262.37,270.64,43199600.00,3987684186.00
10/18/2015,270.91,271.67,260.78,261.64,22434300.00,3856061828.62
10/19/2015,261.86,264.82,260.95,263.44,25258800.00,3883581668.08
10/20/2015,263.57,270.83,263.23,269.46,30889800.00,3973292564.18
10/21/2015,269.31,270.77,263.84,266.27,25637300.00,3927192473.60
10/22/2015,266.50,276.51,266.14,274.02,37808600.00,4042524307.50
10/23/2015,273.65,278.68,273.54,276.50,29442500.00,4080023362.80
10/24/2015,276.50,281.71,276.50,281.65,25942400.00,4157184874.60
10/25/2015,281.45,294.06,281.45,283.68,45717100.00,4188180600.00
10/26/2015,283.63,285.30,280.51,285.30,32108800.00,4213260472.50
10/27/2015,285.18,296.21,285.01,293.79,46331800.00,4339689442.00
10/28/2015,293.70,306.33,293.70,304.62,50808100.00,4500730950.00
10/29/2015,304.32,318.17,301.82,313.86,64495900.00,4638392427.62
10/30/2015,313.94,334.17,313.94,328.02,78305000.00,4849062145.75
10/31/2015,328.51,332.78,309.25,314.17,48598100.00,4645486246.35
11/1/2015,315.01,327.47,311.88,325.43,37001100.00,4813287205.50
11/2/2015,325.94,365.36,323.21,361.19,101918000.00,5343556482.15
11/3/2015,361.87,417.90,357.65,403.42,206162000.00,5969855534.82
11/4/2015,403.66,495.56,380.55,411.56,263900000.00,6092006971.38
11/5/2015,408.08,447.56,374.58,386.35,151824992.00,5720251076.65
11/6/2015,388.05,395.84,354.02,374.47,122687000.00,5545657294.50
11/7/2015,374.27,390.59,372.43,386.48,56625100.00,5725035162.40
11/8/2015,384.28,389.89,368.70,373.37,51817600.00,5532072311.40
11/9/2015,374.32,385.28,362.89,380.26,68224400.00,5635560842.80
11/10/2015,379.98,381.39,329.11,336.82,95797904.00,4993021696.95
11/11/2015,339.82,340.58,301.00,311.08,107070000.00,4612831323.00
11/12/2015,314.08,345.08,313.36,338.15,78477800.00,5015563455.80
11/13/2015,338.50,340.91,326.08,336.75,52003000.00,4996160115.07
11/14/2015,336.62,338.18,329.97,332.91,38612000.00,4940266781.45
11/15/2015,333.05,334.66,317.49,320.17,44213100.00,4752464062.50
11/16/2015,319.73,331.63,315.90,330.75,47980100.00,4911040460.65
11/17/2015,330.36,338.35,329.61,335.09,51001600.00,4976765823.90
11/18/2015,334.59,336.53,330.64,334.59,43783800.00,4970560298.25
11/19/2015,334.68,335.33,325.27,326.15,45011100.00,4846272452.18
11/20/2015,326.41,326.47,312.22,322.02,53152900.00,4786301542.05
11/21/2015,322.09,328.16,319.60,326.93,28200500.00,4860628038.38
11/22/2015,326.98,327.01,321.26,324.54,23439400.00,4826466938.40
11/23/2015,324.35,325.12,321.29,323.05,27478900.00,4805632296.00
11/24/2015,323.01,323.06,318.12,320.05,29362600.00,4762244474.25
11/25/2015,320.05,329.13,316.77,328.21,41666900.00,4884886821.60
11/26/2015,328.30,366.76,328.23,352.68,106105000.00,5250750574.90
11/27/2015,351.86,363.59,347.87,358.04,55179100.00,5331719785.65
11/28/2015,357.14,359.54,352.17,357.38,36816600.00,5323252536.67
11/29/2015,357.47,371.94,355.67,371.29,40409300.00,5531872176.60
11/30/2015,371.44,382.36,370.38,377.32,71701600.00,5623195996.95
12/1/2015,377.41,378.93,356.56,362.49,60452200.00,5403653927.00
12/2/2015,361.85,362.23,349.46,359.19,54160500.00,5355891235.05
12/3/2015,359.33,370.27,357.41,361.05,50714900.00,5384892776.20
12/4/2015,361.26,363.52,355.76,363.18,35784100.00,5418154665.07
12/5/2015,363.72,389.79,363.23,388.95,66282200.00,5804247032.10
12/6/2015,389.55,402.81,387.09,388.78,77762000.00,5803305523.55
12/7/2015,389.98,399.97,385.41,395.54,63455800.00,5905560136.40
12/8/2015,395.75,415.56,389.95,415.56,57801400.00,6206381459.62
12/9/2015,414.44,423.12,406.29,417.56,90917200.00,6238015413.30
12/10/2015,417.99,419.51,411.55,415.48,52138900.00,6209105141.55
12/11/2015,415.28,451.94,415.28,451.94,110944000.00,6755795193.00
12/12/2015,452.33,469.10,410.74,435.00,131969000.00,6504325267.28
12/13/2015,431.66,441.68,426.27,433.76,55050600.00,6487293999.38
12/14/2015,433.27,447.14,430.46,444.18,130496000.00,6645395797.45
12/15/2015,443.88,465.32,443.88,465.32,83121104.00,6963784691.55
12/16/2015,465.21,465.21,443.85,454.93,107944000.00,6810202753.10
12/17/2015,454.78,457.86,448.86,456.08,47978400.00,6829095334.95
12/18/2015,455.85,465.18,454.94,463.62,60220100.00,6943912953.60
12/19/2015,463.55,465.58,456.77,462.32,47892700.00,6926346391.30
12/20/2015,462.23,462.64,434.34,442.68,75409400.00,6633988873.00
12/21/2015,442.84,444.73,427.31,438.64,77639696.00,6574990256.48
12/22/2015,437.44,443.69,435.52,436.57,50840400.00,6545633139.00
12/23/2015,436.72,444.53,436.62,442.40,47161400.00,6634776277.20
12/24/2015,443.09,458.46,443.08,454.98,57157200.00,6825070740.25
12/25/2015,454.86,458.30,452.08,455.65,39078500.00,6836936569.10
12/26/2015,455.76,457.49,405.76,417.27,116166000.00,6262844602.30
12/27/2015,416.51,424.01,408.88,422.82,53591200.00,6348296233.72
12/28/2015,423.34,429.77,418.48,422.28,49638600.00,6341733237.12
12/29/2015,422.10,432.98,420.63,432.98,51596500.00,6504194853.98
12/30/2015,433.30,434.39,422.08,426.62,46889400.00,6410381454.50
12/31/2015,425.88,432.92,418.73,430.57,45996600.00,6471217490.68
1/1/2016,430.72,436.25,427.52,434.33,36278900.00,6529299588.60
1/2/2016,434.62,436.06,431.87,433.44,30096600.00,6517390487.00
1/3/2016,433.58,433.74,424.71,430.01,39633800.00,6467429941.65
1/4/2016,430.06,434.52,429.08,433.09,38477500.00,6515713340.43
1/5/2016,433.07,434.18,429.68,431.96,34522600.00,6500393256.00
1/6/2016,431.86,431.86,426.34,429.11,34042500.00,6458942098.12
1/7/2016,430.01,458.77,429.08,458.05,87562200.00,6896279078.40
1/8/2016,457.54,462.93,447.94,453.23,56993000.00,6825700453.75
1/9/2016,453.38,454.64,446.89,447.61,32278000.00,6742767342.90
1/10/2016,448.24,448.31,440.35,447.99,35995900.00,6750440385.75
1/11/2016,448.70,450.66,443.86,448.43,40450000.00,6758931030.00
1/12/2016,448.18,448.18,435.69,435.69,115607000.00,6568800099.75
1/13/2016,434.67,435.19,424.44,432.37,173888000.00,6520360056.22
1/14/2016,432.29,433.32,427.85,430.31,43945500.00,6490638885.15
1/15/2016,430.26,430.26,364.33,364.33,153351008.00,5496598039.07
1/16/2016,365.07,390.56,354.91,387.54,120352000.00,5848063566.00
1/17/2016,387.15,390.96,380.09,382.30,45319600.00,5770478450.85
1/18/2016,381.73,388.10,376.67,387.17,54403900.00,5845656048.00
1/19/2016,387.03,387.73,378.97,380.15,46819800.00,5740934168.20
1/20/2016,379.74,425.27,376.60,420.23,121720000.00,6347836793.75
1/21/2016,419.63,422.88,406.30,410.26,68338000.00,6198658814.55
1/22/2016,409.75,410.41,375.28,382.49,91546600.00,5780764155.10
1/23/2016,382.43,394.54,381.98,387.49,56247400.00,5858059876.18
1/24/2016,388.10,405.48,387.51,402.97,54824800.00,6093787907.65
1/25/2016,402.32,402.32,388.55,391.73,59062400.00,5925345407.50
1/26/2016,392.00,397.77,390.58,392.15,58147000.00,5933372928.25
1/27/2016,392.44,396.84,391.78,394.97,47424400.00,5977545745.20
1/28/2016,395.15,395.50,379.73,380.29,59247900.00,5756710302.52
1/29/2016,380.11,384.38,365.45,379.47,86125296.00,5745985821.15
1/30/2016,378.86,380.92,376.49,378.26,30284400.00,5729296095.75
1/31/2016,378.29,380.35,367.83,368.77,37894300.00,5587253351.23
2/1/2016,369.35,378.07,367.96,373.06,51656700.00,5653747617.60
2/2/2016,372.92,375.88,372.92,374.45,40378700.00,5676528706.80
2/3/2016,374.65,374.95,368.05,369.95,45933400.00,5609971377.07
2/4/2016,370.17,391.61,369.99,389.59,69285504.00,5909517629.60
2/5/2016,388.90,391.09,385.57,386.55,43825000.00,5865136968.17
2/6/2016,386.59,386.63,372.39,376.52,49249300.00,5714879155.15
2/7/2016,376.51,380.87,374.90,376.62,37076300.00,5718023734.50
2/8/2016,376.76,379.88,373.33,373.45,47671100.00,5671240831.40
2/9/2016,373.42,377.25,372.90,376.03,55318500.00,5712106127.40
2/10/2016,376.15,385.48,375.78,381.65,85130896.00,5799042060.30
2/11/2016,382.11,383.13,376.40,379.65,74375600.00,5770550973.00
2/12/2016,379.69,384.95,379.60,384.26,67042800.00,5842238586.25
2/13/2016,384.64,391.86,384.64,391.86,61911700.00,5959279525.50
2/14/2016,392.93,407.23,392.93,407.23,74469800.00,6194711494.75
2/15/2016,407.57,410.38,397.75,400.18,74070496.00,6089064890.62
2/16/2016,401.43,408.95,401.43,407.49,73093104.00,6201590433.60
2/17/2016,407.66,421.17,406.78,416.32,83193600.00,6337628173.80
2/18/2016,416.57,426.00,415.64,422.37,76752600.00,6431547586.27
2/19/2016,422.73,423.10,417.60,420.79,55711300.00,6408881658.38
2/20/2016,421.60,441.98,421.60,437.16,93992096.00,6659985887.10
2/21/2016,437.77,448.05,429.08,438.80,89820704.00,6686294224.50
2/22/2016,438.99,439.05,432.92,437.75,85385200.00,6671673493.20
2/23/2016,438.26,439.86,417.82,420.74,85244896.00,6413836323.20
2/24/2016,420.96,425.55,413.91,424.95,67743696.00,6479395123.75
2/25/2016,425.04,427.72,420.42,424.54,70798000.00,6474784225.60
2/26/2016,424.63,432.15,421.62,432.15,61486000.00,6592327506.80
2/27/2016,432.84,434.23,428.10,432.52,41893600.00,6599515470.68
2/28/2016,432.57,435.68,423.82,433.50,53033400.00,6615986321.60
2/29/2016,433.44,441.51,431.69,437.70,60694700.00,6681444705.00
3/1/2016,437.92,439.65,432.32,435.12,74895800.00,6643686403.57
3/2/2016,435.13,435.92,423.99,423.99,74955296.00,6475329603.60
3/3/2016,423.91,425.37,419.41,421.65,100484000.00,6441066887.07
3/4/2016,421.84,425.18,410.94,410.94,90856096.00,6279024638.30
3/5/2016,410.78,411.26,394.04,400.57,135384992.00,6122091566.50
3/6/2016,400.52,411.91,395.78,407.71,91212496.00,6232667872.38
3/7/2016,407.76,415.92,406.31,414.32,85762400.00,6335164892.48
3/8/2016,414.46,416.24,411.09,413.97,70311696.00,6331422308.90
3/9/2016,413.89,416.03,411.61,414.86,70012304.00,6346735710.00
3/10/2016,414.74,417.51,413.25,417.13,81022896.00,6383105414.40
3/11/2016,417.24,423.93,417.01,421.69,73969696.00,6454555816.00
3/12/2016,421.61,421.80,410.09,411.62,92712896.00,6301963440.00
3/13/2016,411.65,416.60,411.64,414.07,74322800.00,6340701564.50
3/14/2016,414.20,416.68,414.20,416.44,95259400.00,6378632900.75
3/15/2016,416.39,418.13,414.98,416.83,66781700.00,6386304533.75
3/16/2016,416.89,417.69,415.91,417.01,65185800.00,6390672724.45
3/17/2016,417.89,421.00,417.89,420.62,83528600.00,6447467967.45
3/18/2016,420.55,420.55,406.14,409.55,104940000.00,6279128503.80
3/19/2016,409.27,410.98,407.23,410.44,58423000.00,6294271612.10
3/20/2016,410.40,414.63,410.40,413.76,45947900.00,6346546569.50
3/21/2016,413.42,413.42,410.38,413.31,61655400.00,6341110984.12
3/22/2016,413.13,418.38,412.53,418.09,66813300.00,6416025150.68
3/23/2016,418.16,419.27,417.36,418.04,61444200.00,6416845741.80
3/24/2016,418.42,418.68,415.49,416.39,68346704.00,6393094869.15
3/25/2016,416.51,418.08,415.56,417.18,52560000.00,6406608047.85
3/26/2016,417.36,418.99,416.26,417.95,44650400.00,6420042696.38
3/27/2016,418.14,428.80,417.71,426.77,71229400.00,6557030842.50
3/28/2016,426.55,426.86,423.29,424.23,68522800.00,6519889575.48
3/29/2016,424.30,426.20,412.68,416.52,75411504.00,6402954687.40
3/30/2016,416.83,416.83,412.50,414.82,66034100.00,6378356001.60
