date,open,high,low,close,volume,mcap,ret_m,logret_m
2010-07-31,0.05815725,0.08360209,0.04864654,0.06975885,33098.35,249124.55,,
2010-08-31,0.06970508,0.11456039,0.04962078,0.06803799,221657.37,263444.8,-0.024668697950152474,-0.024978068728004565
2010-09-30,0.06806474,0.11092045,0.04868664,0.06186567,216895.63,256697.68,-0.09071872934517922,-0.09510080400466459
2010-10-31,0.06202535,0.23199151,0.05495522,0.19177651,1104767.72,852259.61,2.099885768633881,1.1313652619843855
2010-11-30,0.19181494,0.45705471,0.18221525,0.21567219,826456.23,1022162.17,0.12460170434846263,0.11742893239007701
2010-12-31,0.21575395,0.36445525,0.19153778,0.3,263860.09,1505962.5,0.3909999244687039,0.3300228586413074
2011-01-31,0.29992893,0.54499373,0.2486047,0.51760136,378098.99,2731861.16,0.7253378666666668,0.5454228960386298
2011-02-28,0.51766005,1.27702966,0.51766005,0.86783564,367170.97,4821890.08,0.6766486857762506,0.5167969711969187
2011-03-31,0.86738661,1.18517042,0.66631455,0.79093751,243383.12,4588426.23,-0.08860909422894869,-0.09278337850908247
2011-04-30,0.79077113,4.4067403,0.59608727,3.44242151,868315.81,20846358.0,3.3523305779239116,1.4707114666697256
2011-05-31,3.44400786,10.72581754,2.79198126,8.77542347,949515.9500000001,56098430.24,1.5492007427062586,0.9357798758067193
2011-06-30,8.77558159,35.88049981,8.2802112,16.15537676,1356615.99,108329474.98,0.8409797333689242,0.6102978936998116
2011-07-31,16.13980162,19.68521588,10.87315467,13.43449198,1051907.17,93385476.81,-0.1684197663985646,-0.1844274923988123
2011-08-31,13.43167487,14.61186001,7.08197189,9.04683085,1222057.2,64864194.0,-0.32659672852028465,-0.39541091411472795
2011-09-30,9.04501088,9.96463095,4.03957428,5.09168621,1486265.56,37564806.06,-0.4371856515920157,-0.574805459383191
2011-10-31,5.09663182,6.11194378,2.17661336,3.32336511,1732402.06,25141672.48,-0.3472957733583507,-0.4266311977350754
2011-11-30,3.32319125,3.81759454,1.91631609,2.97224178,1975511.0,23100188.81,-0.10565295066240854,-0.11166138077391707
2011-12-31,2.96967734,5.41935146,2.56947308,4.6107165,1897916.72,36891380.13,0.5512588952302526,0.4390667917540845
2012-01-31,4.61211781,8.78966614,4.50521248,5.54965327,3211327.39,45720402.25,0.20364226904863925,0.18535218400774833
2012-02-29,5.56133991,7.85721661,3.77314074,4.96456276,2837092.93,41981211.5,-0.10542830002783232,-0.11141022276481927
2012-03-31,4.96450481,6.53068,3.76973721,4.88930978,1757381.8800000001,42486136.08,-0.015158027733342627,-0.01527408492804705
2012-04-30,4.88638672,6.56158317,4.01199562,4.9883607,1656076.97,44397033.78,0.020258671357902935,0.020056194515787995
2012-05-31,5.00571075,6.71555505,4.08776021,5.18000336,1244947.69,47245742.28,0.038417963640840824,0.037698366164012675
2012-06-30,5.18074847,8.35571713,4.38931767,6.68107689,1376328.55,62451644.61,0.28978234678210724,0.2544734807134592
2012-07-31,6.68058295,11.66023691,5.50480775,9.33315253,1902707.66,89469369.57,0.3969533181049798,0.33429366390045523
2012-08-31,9.33992756,14.73591106,8.32484148,10.76433616,2446655.52,105814074.8,0.1533440737628231,0.14266561286928026
2012-09-30,10.76285932,15.52398848,8.66688723,12.48606942,960259.94,125669063.15,0.15994792752737674,0.14837511404807824
2012-10-31,12.49009813,16.16230997,8.50865535,11.10321647,1156295.73,114308747.02,-0.11075166279189241,-0.11737873803656074
2012-11-30,11.10315599,15.43456707,9.09503583,12.60555385,804310.63,132464674.79,0.13530650186449988,0.12690266017318486
2012-12-31,12.60321774,17.76348897,10.83779267,13.5285789,876482.95,143588517.44,0.07322368068738205,0.07066690481916682
2013-01-31,13.55402337,23.41585152,11.58593779,20.26963683,1453930.8,217388476.73,0.49828278194097675,0.404319640270955
2013-02-28,20.26148547,38.71373559,17.42111871,32.02815427,1584528.05,347227229.24,0.5801049884917944,0.4574912932438058
2013-03-31,32.04618139,110.10496404,28.00640426,92.52372102,2115227.09,1015436079.98,1.8888246334777001,1.0608497181801808
2013-04-30,92.47043987,250.18543566,56.84808735,139.0,4594003.39,1542813125.0,0.502317443220357,0.4070088780288561
2013-05-31,139.0,139.8899993896,79.0999984741,129.0,0.0,1447870200.0,-0.07194244604316546,-0.07466152876901955
2013-06-30,128.8150024414,129.7799987793,88.5,96.6139984131,0.0,1096957771.35,-0.2510542758674418,-0.28908876253310467
2013-07-31,97.5100021362,111.34400177,65.5260009766,106.0899963379,0.0,1218777833.5,0.0980810035858648,0.09356411412380705
2013-08-31,106.2129974365,140.8899993896,101.2109985352,135.3500061035,0.0,1574672051.25,0.27580366458309546,0.2435763052021347
2013-09-30,135.1399993896,146.5,118.4599990845,133.0,0.0,1566038425.0,-0.017362438105122613,-0.0175149329327553
2013-10-31,132.6799926758,217.4199981689,102.25,204.0,0.0,2433658800.0,0.5338345864661653,0.42777086562246236
2013-11-30,203.8999938965,1156.1400146484,201.6499938965,1129.4300537109,0.0,13620389320.8,4.536421831916177,1.7113484133741883
2013-12-31,1128.9200439453,1156.1199951172,420.5100097656,754.0100097656,139984800.0,9191325349.25,-0.33239778126304065,-0.4040627637473744
2014-01-31,754.9699707031,1017.1199951172,754.9699707031,829.9199829102,1153386488.0,10238411820.0,0.1006750204393152,0.095923646539954
2014-02-28,828.6099853516,853.5200195313,420.4100036621,549.2600097656,1269686300.0,6843353923.5,-0.3381771483082464,-0.4127573544870202
2014-03-31,549.9199829102,702.9099731445,443.3649902344,457.0010070801,763979326.0,5752294437.05,-0.16796963377121166,-0.18388634095581935
2014-04-30,457.0,542.3779907227,351.2720031738,447.6449890137,789304230.0,5690810164.88,-0.02047264211993327,-0.020685111533208733
2014-05-31,447.6329956055,624.7150268555,423.2510070801,623.6770019531,503299100.0,8007248675.68,0.3932402177163936,0.331632126245224
2014-06-30,623.6929931641,674.1110229492,549.8209838867,639.7969970703,721873150.0,8296103744.68,0.025846704410646515,0.025518324679854487
2014-07-31,641.3909912109,657.8579711914,564.5109863281,586.2349853516,450725750.0,7670841007.38,-0.0837171977423562,-0.08743022586805527
2014-08-31,586.2020263672,598.116027832,443.8510131836,477.7630004883,694524490.0,6312801959.75,-0.18503157875888776,-0.20460591343537704
2014-09-30,477.7869873047,493.9280090332,372.2399902344,386.9440002441,696572150.0,5158621324.8,-0.19009215898128995,-0.2108348143088037
2014-10-31,387.4270019531,411.6979980469,289.2959899902,338.3210144043,902994450.0,4549893052.45,-0.12565897341508492,-0.13428478883056805
2014-11-30,338.6499938965,457.0929870605,320.6260070801,378.0469970703,659733360.0,5125958175.35,0.11742097290630227,0.11102332724774477
2014-12-31,378.2489929199,384.0379943848,304.2319946289,320.1929931641,553102310.0,4377510594.68,-0.15303389354906505,-0.1660946011272797
2015-01-31,320.4349975586,320.4349975586,171.5099945068,217.4640045166,1098811912.0,2997692310.6,-0.3208345930132551,-0.38689057728039167
