date,open,high,low,close,volume,mcap,ret_d,logret_d,roll_30d_vol,roll_90d_vol,drawdown
2010-07-14,0.05815725,0.06158806,0.04864654,0.05640216,261.54,190259.65,,,,,0.0
2010-07-15,0.05640261,0.06795437,0.05396921,0.05756808,445.8,195982.14,0.020671548749196855,0.02046079178507121,,,0.0
2010-07-16,0.05800138,0.07222029,0.05748353,0.0664917,497.25,228047.42,0.15500985963054537,0.14410888041398362,,,0.0
2010-07-17,0.0664999,0.07773513,0.05741781,0.06599255,19.99,226904.8,-0.007506951995512323,-0.007535270974806441,,,-0.007506951995512323
2010-07-18,0.06608795,0.0808581,0.06422061,0.0788138,75.13,271669.2,0.19428329409910683,0.1775462515672035,,,0.0
2010-07-19,0.07879913,0.08360209,0.06903579,0.07416855,573.24,256302.41,-0.058939551195349105,-0.06074790256025153,,,-0.058939551195349105
2010-07-20,0.07413588,0.07751477,0.06428795,0.07195755,262.35,249313.13,-0.029810478969859888,-0.030263844064085443,,,-0.0869930139138071
2010-07-21,0.07193466,0.07646131,0.06425164,0.07439057,572.81,258512.82,0.03381187936498686,0.03325282468397539,,,-0.05612253184087046
2010-07-22,0.07417871,0.07503002,0.05103308,0.05887483,2167.06,205112.55,-0.20857132832830827,-0.23391552163514673,,,-0.25298830915398063
2010-07-23,0.0588808,0.06889604,0.05570779,0.06263688,2398.46,218826.51,0.0638991229358965,0.06194057715399559,,,-0.20525491728605905
2010-07-24,0.0626421,0.07964052,0.06156405,0.06975554,496.83,244352.06,0.11364965815666417,0.10764260205770526,,,-0.11493241031392976
2010-07-25,0.06976299,0.07825864,0.06472816,0.06895142,1555.03,242332.21,-0.011527686546473626,-0.011594645409616078,,,-0.1251351920602738
2010-07-26,0.06903911,0.07998891,0.05892958,0.06270989,876.44,221157.41,-0.09052068833390225,-0.09488302821384886,,,-0.204328556674085
2010-07-27,0.06294483,0.07577893,0.06183226,0.06799023,3370.9,240347.17,0.08420266723478531,0.08084484793587743,,,-0.1373308989034916
2010-07-28,0.06798962,0.07253266,0.05885122,0.06786455,4386.99,240439.02,-0.0018485008802000547,-0.0018502114662903857,,,-0.1389255434961898
2010-07-29,0.06785855,0.07019877,0.05314922,0.06375633,8091.7,226457.71,-0.060535581537046856,-0.06244533368992711,,,-0.19105118646734454
2010-07-30,0.06373855,0.06869885,0.05247866,0.06366964,3013.58,226729.45,-0.0013597081262362032,-0.0013606333681317473,,,-0.19215112074281415
2010-07-31,0.06367021,0.07127451,0.0602027,0.06975885,4033.25,249124.55,0.09563757545982665,0.09133645451438399,,,-0.1148904125927186
2010-08-01,0.06970508,0.07158763,0.05164856,0.06046468,2595.17,216655.53,-0.1332328442914411,-0.1429849014677358,,,-0.2328160804326146
2010-08-02,0.06044506,0.06370065,0.05220235,0.06,3595.64,215716.5,-0.007685147758989208,-0.007714830683263951,,,-0.23871200221281053
2010-08-03,0.05998519,0.06212797,0.04965671,0.06,9856.36,216397.5,0.0,0.0,,,-0.23871200221281053
2010-08-04,0.05997899,0.06316557,0.05218974,0.0596818,3503.64,215975.01,-0.005303333333333327,-0.005317445923515685,,,-0.2427493662277419
2010-08-05,0.05960335,0.06155211,0.04962078,0.06076188,5016.59,220545.88,0.018097309397504757,0.017935502359133437,,,-0.22904516721690882
2010-08-06,0.06076835,0.07122494,0.05728608,0.06181723,1397.31,224830.82,0.017368619930785645,0.01721950953670426,,,-0.21565474574249688
2010-08-07,0.06115977,0.067016,0.05067227,0.05964825,2625.28,217398.49,-0.03508698141278732,-0.035717317884714994,,,-0.2431750530998379
2010-08-08,0.05967849,0.07118531,0.05511138,0.06085148,2201.06,222388.2,0.02017209222399652,0.01997133093158432,,,-0.22790831047354654
2010-08-09,0.06084069,0.06840335,0.0551871,0.06613738,13620.25,242337.97,0.08686559472341515,0.08329795258549755,,,-0.1608401066818248
2010-08-10,0.06612978,0.07369883,0.06001432,0.06570639,1304.75,241390.5,-0.0065165871402826925,-0.006537912791725553,,,-0.16630856525126314
2010-08-11,0.06572198,0.07164571,0.06002559,0.06336595,14095.69,233527.29,-0.03561967108526276,-0.03626953010967471,,,-0.19600437994361397
2010-08-12,0.06330224,0.0647802,0.05121367,0.0611463,2055.26,226013.55,-0.035029065294531314,-0.035657297572949886,,,-0.2241675950150862
2010-08-13,0.06134036,0.07395598,0.05900163,0.06306071,3601.97,233767.63,0.03130868098315043,0.030828559819392254,1.5442355123565659,,-0.19987730575102325
2010-08-14,0.06290812,0.0667319,0.05325986,0.06299919,4404.59,234424.72,-0.0009755678297946879,-0.0009760440058097508,1.5431204024954182,,-0.20065787971142113
2010-08-15,0.06318722,0.08734873,0.06318722,0.07724812,4462.17,288245.57,0.22617640004577844,0.20390070974611474,1.6239128986011067,,-0.019865556539590767
2010-08-16,0.07745849,0.11456039,0.07745849,0.09506984,10678.23,355444.75,0.23070749165157678,0.20758920048694351,1.769824135313317,,0.0
2010-08-17,0.09426671,0.09426671,0.05347087,0.06116077,13207.49,229060.85,-0.3566753662360218,-0.4411058084894135,2.2832906131302675,,-0.3566753662360218
2010-08-18,0.06118207,0.07894217,0.06042814,0.0680466,2957.23,255298.94,0.11258573101679392,0.10668679367729617,2.309565038196409,,-0.28424619206259316
2010-08-19,0.06809194,0.07924876,0.06455044,0.06995843,737.31,262947.51,0.02809589310854621,0.027708443916544034,2.309763328893174,,-0.26413644958274884
2010-08-20,0.06994254,0.07134897,0.05853218,0.06581428,4171.63,248006.31,-0.059237321363558304,-0.06106437244135021,2.3156121683094426,,-0.3077270351985446
2010-08-21,0.06581683,0.07126125,0.06192653,0.06839827,10441.99,258335.14,0.039261844086116104,0.03851069584882927,2.165390672460703,,-0.2805471219894764
2010-08-22,0.06833647,0.07045037,0.05645733,0.06780827,18735.84,256825.52,-0.008625949165088409,-0.008663368001972316,2.1560064455413674,,-0.28675308594187177
2010-08-23,0.06782906,0.08351181,0.06532217,0.06680966,4305.16,253754.79,-0.01472696471979007,-0.014836483043100923,2.12300681437049,,-0.29725704808170494
2010-08-24,0.06683719,0.07352146,0.0594175,0.06610902,6698.65,251804.3,-0.010487106205898988,-0.01054248340884989,2.1229466332438363,,-0.3046267880539191
2010-08-25,0.06611096,0.07419961,0.06185419,0.06800457,4244.57,259758.76,0.028673091811072027,0.0282697113431829,2.098007898499648,,-0.28468828810482905
2010-08-26,0.06833609,0.08441321,0.06359481,0.06947311,3870.7,266082.45,0.02159472517802863,0.021364862428058906,2.0803079684540964,,-0.2692413282698277
2010-08-27,0.06946493,0.07358336,0.05874443,0.06647771,8983.94,255192.98,-0.043115962420568366,-0.04407306772446473,2.0861693364378713,,-0.30074869169865026
2010-08-28,0.06650665,0.07261219,0.06273338,0.0667521,6132.59,256813.69,0.004127548918276602,0.00411905395579959,2.0742544290019014,,-0.29786249771746753
2010-08-29,0.0667281,0.06833839,0.05420022,0.06034821,3161.99,232664.99,-0.09593540877365647,-0.100854470670805,2.104806544978416,,-0.3652223460142565
2010-08-30,0.06071818,0.08276142,0.06071818,0.06623912,34120.32,255868.75,0.09761532280742036,0.09313993817576849,2.1058199675980944,,-0.30325832040950107
2010-08-31,0.06609732,0.06968147,0.05670864,0.06803799,14874.0,263444.8,0.027157214648986905,0.026795000680492898,2.044865639808314,,-0.28433675706196615
2010-09-01,0.06806474,0.07830443,0.06248935,0.06274802,7184.24,243454.48,-0.07775023924134161,-0.0809392019158941,2.0659577768936166,,-0.3399797454166327
2010-09-02,0.06252651,0.06697775,0.05055178,0.06260652,8145.96,243393.16,-0.00225505123508285,-0.0022575976921004326,2.0659933150965437,,-0.3414681249069106
2010-09-03,0.06245932,0.06371833,0.04975507,0.06023277,893.97,234657.09,-0.03791538005945705,-0.038652869668748924,2.0706279492613,,-0.36643661123233195
2010-09-04,0.06021975,0.06300325,0.05183021,0.06000862,3298.27,234329.17,-0.003721396176865177,-0.003728337798652337,2.069685107222732,,-0.3687943516050938
2010-09-05,0.0599639,0.06631414,0.04954392,0.06040329,8470.29,236368.65,0.006576888453692087,0.006555355086297343,2.0688755441208495,,-0.36464298246425997
2010-09-06,0.06038112,0.0700265,0.05289961,0.0607938,911.23,238377.05,0.00646504519869695,0.0064442364322441215,2.0651355732294054,,-0.3605353706285821
2010-09-07,0.06079001,0.06639693,0.05294169,0.06035231,3455.8,237128.76,-0.007262089226204083,-0.0072885865580976095,2.0641116384163425,,-0.36517921982407886
2010-09-08,0.06027728,0.0630562,0.05008993,0.06010664,2340.15,236659.38,-0.004070598126235669,-0.004078905562608703,2.04196701162398,,-0.36776332010235846
2010-09-09,0.0599086,0.0627864,0.04868664,0.06052719,1736.18,238723.78,0.006996731143181556,0.006972367597275042,2.042231738318632,,-0.3633397300342569
2010-09-10,0.06050717,0.06379616,0.05052252,0.06019632,4936.59,237951.54,-0.005466468871262675,-0.005481464686629245,2.038689555872417,,-0.36682001358159433
2010-09-11,0.06017494,0.06341174,0.05241827,0.06341174,7687.5,251165.98,0.05341555762877204,0.05203779692407995,2.0432534276283145,,-0.332998351527677
2010-09-12,0.06340796,0.06416082,0.05189028,0.06011142,795.76,238628.82,-0.0520458829863365,-0.053449177673038584,2.049017283969155,,-0.3677130412757611
2010-09-13,0.06011416,0.07478364,0.05748058,0.06111882,10050.56,243147.48,0.016758878762138663,0.01661999825995153,2.0500033533765087,,-0.3571166207916202
2010-09-14,0.06105726,0.06988858,0.05539318,0.06071952,14066.33,242175.26,-0.006533175869560259,-0.006554610471384947,1.9120260474007447,,-0.3613166909716058
2010-09-15,0.06080235,0.08798316,0.05730564,0.08017105,3660.94,320437.68,0.32035052319254165,0.27789724921982106,2.0242493930820826,,-0.15671415877001593
2010-09-16,0.0805732,0.11092045,0.07697634,0.09092079,728.74,364395.76,0.1340850593824081,0.12582621076630884,1.3394544936192927,,-0.04364212667234957
2010-09-17,0.09079794,0.09283079,0.0492891,0.05914367,7282.76,237653.93,-0.3495033424148646,-0.4300191192670124,2.0089747939082696,,-0.377892399945135
2010-09-18,0.05908685,0.06243013,0.05061776,0.06072073,7101.38,244712.14,0.026664899219138727,0.026315586776091582,2.008698071699586,,-0.36130396348621185
2010-09-19,0.06071987,0.0649648,0.05456786,0.06011195,12917.52,242886.85,-0.010025900545003408,-0.010076498362407094,1.9985449120031313,,-0.36770746642678687
2010-09-20,0.06011121,0.06676625,0.05534209,0.0605423,14317.24,245240.21,0.007159142233782223,0.007133637231964141,1.9933280955349495,,-0.3631807942455778
2010-09-21,0.0607776,0.07497785,0.05942079,0.06011619,5709.85,244028.53,-0.007038219558886949,-0.00706310465944382,1.9932894656375904,,-0.36766286763499345
2010-09-22,0.0601967,0.06785769,0.05927085,0.06167253,11538.45,250885.4,0.025888866210583172,0.025559423348265664,1.995507787568683,,-0.3512923762152119
2010-09-23,0.06170115,0.0736575,0.05888536,0.06064239,15540.26,247402.51,-0.016703384797088883,-0.01684445948516977,1.9959418498404482,,-0.36212798927609435
2010-09-24,0.06047148,0.06305114,0.05068443,0.06081969,684.36,248820.96,0.0029236974334290178,0.002919431742458567,1.992919218588795,,-0.36026304451548463
2010-09-25,0.06081925,0.0650894,0.05058748,0.06068186,2151.86,248882.1,-0.0022662068813571468,-0.0022687786142920885,1.990878724160408,,-0.3617128208062621
2010-09-26,0.06069929,0.0684222,0.0568917,0.06072084,12046.65,249667.4,0.0006423665985189064,0.0006421603694071187,1.9857977652642338,,-0.3613028064420851
2010-09-27,0.06098513,0.07822057,0.05782159,0.06095292,10723.37,251319.56,0.0038220815127063545,0.003814795917353564,1.9857842830074897,,-0.35886165370637
2010-09-28,0.0609233,0.06640338,0.05602733,0.06121943,7092.92,253063.91,0.004372391019166866,0.004362859890004067,1.954209761601784,,-0.35605834615899223
2010-09-29,0.06133085,0.0746173,0.05970288,0.06030913,23481.6,249798.91,-0.01486946219525398,-0.014981120900704248,1.925868758191375,,-0.3656334122367304
2010-09-30,0.06025938,0.06209852,0.05215235,0.06186567,7944.9,256697.68,0.025809359213107452,0.02548191974999714,1.9256174208580557,,-0.34926081710035495
2010-10-01,0.06202535,0.07052552,0.05860708,0.06042254,1720.37,251174.99,-0.023326830534608267,-0.02360320750560785,1.906765910145154,,-0.36444049974208437
2010-10-02,0.06042745,0.07585109,0.05756717,0.06005344,13073.68,249940.92,-0.00610864753451279,-0.006127381654250641,1.9068391979276502,,-0.3683229087163711
2010-10-03,0.06013844,0.07013507,0.05622548,0.06043778,7177.04,251909.2,0.006399966429899928,0.0063795736074205855,1.902226596645374,,-0.3642801965376191
2010-10-04,0.06045428,0.0746667,0.05620154,0.06092854,33882.93,254420.83,0.008120086475710941,0.00808729596179969,1.9023727301111941,,-0.3591180967591825
2010-10-05,0.06092591,0.06481465,0.05592147,0.06087452,27480.57,254578.77,-0.0008866124151342136,-0.00088700568839295,1.9022520364633517,,-0.3596863106112307
2010-10-06,0.06092316,0.07720292,0.06092316,0.06262883,33430.03,262450.81,0.02881846132010568,0.028411018858204518,1.9046925884624937,,-0.34123345532084626
2010-10-07,0.06270507,0.07316918,0.05495522,0.06535092,43702.18,274380.74,0.04346384883766796,0.04254580279284781,1.9098907535654908,,-0.31260092580359866
2010-10-08,0.06582946,0.09967087,0.06582946,0.08023021,138930.13,337470.0,0.2276829461620431,0.20512860922444665,2.0358639168270565,,-0.15609187940150115
2010-10-09,0.080371,0.12505174,0.07841548,0.09881756,187441.33,416434.5,0.23167520065072744,0.2083751945178438,2.150536269803294,,0.0
2010-10-10,0.09873345,0.1172604,0.0902759,0.11358109,50485.57,479655.79,0.14940188768069151,0.13924170940848812,2.190922279619857,,0.0
2010-10-11,0.11345086,0.12391423,0.10179655,0.11767041,14122.2,497862.04,0.036003528404244145,0.03537054962709396,2.188736359385147,,0.0
